county,tract,intptlat,intptlon
31,16400,30.280792,-81.661583
31,16500,30.23172,-81.62117
31,16601,30.251934,-81.608505
31,16602,30.230934,-81.608589
31,16711,30.202827,-81.640793
31,16712,30.180962,-81.616135
31,16721,30.207834,-81.586159
31,16722,30.195021,-81.603844
31,16723,30.178892,-81.579971
31,16801,30.176233,-81.640282
31,16802,30.167814,-81.618973
31,16803,30.146009,-81.615768
31,16804,30.155682,-81.663635
31,16805,30.155642,-81.57592
31,16806,30.126461,-81.56041
33,100,30.404573,-87.221313
33,300,30.404144,-87.237175
33,400,30.422882,-87.234978
33,500,30.426462,-87.223549
33,600,30.427353,-87.213715
33,800,30.413431,-87.201576
33,900,30.436857,-87.192528
33,1001,30.45026,-87.171043
33,1002,30.422983,-87.179993
33,1101,30.463747,-87.165054
33,1103,30.491777,-87.153839
33,1104,30.495518,-87.182655
33,1201,30.477684,-87.214211
33,1202,30.494869,-87.216232
33,1300,30.457306,-87.212601
33,1401,30.463192,-87.230408
33,1402,30.487366,-87.248154
33,1500,30.443811,-87.218056
33,1600,30.440935,-87.230537
33,1700,30.455147,-87.24585
33,1800,30.435453,-87.238716
33,1900,30.426109,-87.249641
33,2000,30.43136,-87.261864
33,2100,30.411455,-87.268646
33,2200,30.396774,-87.261353
33,2300,30.375107,-87.270889
33,2400,30.350765,-87.316597
33,2500,30.350122,-87.054268
33,2600,30.310715,-87.403954
33,2701,30.406984,-87.357925
33,2702,30.393866,-87.33194
33,2801,30.422644,-87.305237
33,2802,30.409334,-87.305595
33,2803,30.411745,-87.283028
33,2804,30.400137,-87.2938
33,2900,30.424837,-87.284325
33,3000,30.440067,-87.280075
33,3100,30.453066,-87.26461
33,3201,30.484467,-87.273163
33,3202,30.499043,-87.291336
33,3301,30.507513,-87.325706
33,3302,30.472715,-87.315781
33,3305,30.452435,-87.341827
33,3306,30.445652,-87.313583
33,3307,30.443981,-87.303185
33,3400,30.522823,-87.290421
33,3502,30.518597,-87.239166
33,3503,30.541237,-87.174515
33,3504,30.508099,-87.187843
33,3602,30.633987,-87.351952
33,3603,30.500786,-87.394623
33,3604,30.554329,-87.326324
33,3605,30.555067,-87.273438
33,3606,30.564451,-87.234314
33,3700,30.58812,-87.325272
33,3800,30.837454,-87.49781
33,3900,30.85784,-87.381088
33,4000,30.966749,-87.279068
35,60101,29.627932,-81.22654
35,60102,29.632406,-81.197472
35,60201,29.48521,-81.381454
35,60202,29.509941,-81.232651
35,60203,29.358131,-81.230499
35,60300,29.501757,-81.13726
37,970100,29.914381,-84.522438
37,970200,29.862867,-84.863731
37,970300,29.614161,-84.96106
39,20101,30.632507,-84.455666
39,20102,30.643755,-84.368423
39,20300,30.656567,-84.638168
39,20400,30.638454,-84.812843
39,20500,30.615658,-84.565399
39,20600,30.521446,-84.461517
39,20701,30.531853,-84.634155
39,20702,30.538975,-84.579002
39,20800,30.49575,-84.677818
41,950100,29.813559,-82.826828
41,950200,29.688244,-82.787636
43,100,27.073359,-80.933975
43,200,26.856997,-81.279945
43,300,27.039915,-81.177063
45,960100,30.060684,-85.24659
45,960200,29.902893,-85.321831
45,960300,29.79899,-85.258179
47,980100,30.497252,-82.905663
47,980200,30.532076,-83.15583
47,980300,30.404522,-82.752937
49,970100,27.480974,-81.684227
49,970200,27.617889,-81.902702
49,970300,27.553104,-81.939743
49,970400,27.434282,-81.935768
51,100,26.778934,-80.933609
51,200,26.703199,-80.975952
51,300,26.625401,-81.32518
51,400,26.750795,-81.497269
51,500,26.491413,-81.082634
51,940100,26.298826,-80.996643
53,40100,28.513491,-82.16291
53,40201,28.615103,-82.302727
53,40202,28.560452,-82.289131
53,40300,28.480085,-82.324127
53,40400,28.555143,-82.377823
53,40500,28.549456,-82.402184
53,40600,28.623686,-82.43029
53,40700,28.623255,-82.537666
53,40800,28.546244,-82.510391
53,40901,28.446623,-82.556015
53,40902,28.450619,-82.506821
53,40903,28.500954,-82.502258
53,40904,28.496565,-82.455063
53,41001,28.524328,-82.527565
53,41002,28.50057,-82.521553
53,41101,28.474234,-82.569298
53,41102,28.473825,-82.546303
53,41201,28.511316,-82.558899
53,41202,28.491163,-82.589424
53,41301,28.46874,-82.598564
53,41302,28.457865,-82.607704
53,41401,28.444269,-82.616608
53,41402,28.442461,-82.584412
53,41500,28.459242,-82.673523
53,41600,28.589119,-82.610306
55,960100,27.590761,-81.330559
55,960200,27.62303,-81.46949
55,960300,27.591543,-81.502731
55,960400,27.619589,-81.54039
55,960500,27.546015,-81.537445
55,960600,27.495247,-81.531006
55,960700,27.505924,-81.470261
55,960800,27.501163,-81.447685
55,960900,27.506502,-81.407944
55,961000,27.453863,-81.253731
55,961100,27.472725,-81.446854
55,961200,27.426134,-81.382538
55,961300,27.436224,-81.485405
55,961400,27.371595,-81.450623
55,961500,27.301754,-81.150864
55,961600,27.17384,-81.423729
55,961700,27.255669,-81.259163
57,100,28.041754,-82.413033
57,200,28.048616,-82.438507
