geo_id,c1mom_mean,c1mom_high,c2mom_mean,c2mom_high,c3mom_mean,c3mom_high,c4mom_mean,c4mom_high,c5mom_mean,c5mom_high
1400000US12011020414,,,,,,,,,,
1400000US12011020415,,,,,,,,,,
1400000US12011020501,,,,,,,,,,
1400000US12011030402,,,,,,,,,,
1400000US12011030705,,,,,,,,,,
1400000US12011031001,,,,,,,,,,
1400000US12011031203,,,,,,,,,,
1400000US12011031203,,,,,,,,,,
1400000US12011040203,,,,,,,,,,
1400000US12011040401,,,,,,,,,,
1400000US12011040701,,,,,,,,,,
1400000US12011040901,,,,,,,,,,
1400000US12011041500,,,,,,,,,,
1400000US12011041802,,,,,,,,,,
1400000US12011042301,,,,,,,,,,
1400000US12011042800,,,,,,,,,,
1400000US12011050100,,,,,,,,,,
1400000US12011050301,,,,,,,,,,
1400000US12011050308,,,,,,,,,,
1400000US12011050401,,,,,,,,,,
1400000US12011050602,,,,,,,,,,
1400000US12011051001,,,,,,,,,,
1400000US12011060116,,,,,,,,,,
1400000US12011060122,,,,,,,,,,
1400000US12011060125,,,,,,,,,,
1400000US12011060209,,,,,,,,,,
1400000US12011060210,,,,,,,,,,
1400000US12011060303,,,,,,,,,,
1400000US12011060402,,,,,,,,,,
1400000US12011060505,,,,,,,,,,
1400000US12001000200,,,,,,,,,,
1400000US12001000301,,,,,,,,,,
1400000US12001000302,,,,,,,,,,
1400000US12001000400,,,,,,,,,,
1400000US12001000806,,,,,,,,,,
1400000US12001000901,,,,,,,,,,
1400000US12001001201,,,,,,,,,,
1400000US12001001515,,,,,,,,,,
1400000US12001001521,,,,,,,,,,
1400000US12001001803,,,,,,,,,,
1400000US12001002102,,,,,,,,,,
1400000US12001002204,,,,,,,,,,
1400000US12001002207,,,,,,,,,,
1400000US12001002217,,,,,,,,,,
1400000US12005001900,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12005002603,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12005002608,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,0.5,1.4
1400000US12009063102,,,,,,,,,,
1400000US12033003700,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12039020701,,,,,,,,,,
1400000US12005000201,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12005000600,99.9,99.9,99.9,99.9,99.9,99.9,0.3,2.3,2.7,4.3
1400000US12005000803,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12005001100,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,0.2,1.1
1400000US12005001404,99.9,99.9,99.9,99.9,0.9,1.5,3.1,3.9,5.5,6.8
1400000US12057002500,,,,,,,,,,
1400000US12007000300,,,,,,,,,,
1400000US12009060101,,,,,,,,,,
1400000US12009060600,,,,,,,,,,
1400000US12009061002,,,,,,,,,,
1400000US12009062106,,,,,,,,,,
1400000US12009062301,,,,,,,,,,
1400000US12053040905,,,,,,,,,,
1400000US12033003900,,,,,,,,,,
1400000US12035060103,,,,,,,,,,
1400000US12035060105,,,,,,,,,,
1400000US12035060205,,,,,,,,,,
1400000US12035060210,,,,,,,,,,
1400000US12035060214,,,,,,,,,,
1400000US12053040911,,,,,,,,,,
1400000US12043990000,,,,,,,,,,
1400000US12045960300,2.9,3.9,5.9,6.8,8.4,9.3,11.9,13.1,15.3,16.2
1400000US12045960300,99.9,0.6,0,1.5,0.5,2.2,2.2,2.5,4.6,7.4
1400000US12053041104,,,,,,,,,,
1400000US12053041203,,,,,,,,,,
1400000US12053041401,,,,,,,,,,
1400000US12055960102,,,,,,,,,,
1400000US12055960601,,,,,,,,,,
1400000US12057002900,,,,,,,,,,
1400000US12057003300,,,,,,,,,,
1400000US12047960100,,,,,,,,,,
1400000US12057000700,,,,,,,,,,
1400000US12057000800,,,,,,,,,,
1400000US12057000901,,,,,,,,,,
1400000US12057001200,,,,,,,,,,
1400000US12047960200,,,,,,,,,,
1400000US12049970202,,,,,,,,,,
1400000US12051990000,,,,,,,,,,
1400000US12053040301,,,,,,,,,,
1400000US12053040502,,,,,,,,,,
1400000US12057001600,,,,,,,,,,
1400000US12055961000,,,,,,,,,,
1400000US12055961601,,,,,,,,,,
1400000US12055980000,,,,,,,,,,
1400000US12057000201,,,,,,,,,,
1400000US12057000402,,,,,,,,,,
1400000US12057000601,,,,,,,,,,
1400000US12057002000,,,,,,,,,,
1400000US12057003800,,,,,,,,,,
1400000US12057004500,,,,,,,,,,
1400000US12057005102,,,,,,,,,,
1400000US12057005500,,,,,,,,,,
1400000US12057006101,,,,,,,,,,
1400000US12057006501,,,,,,,,,,
1400000US12057007103,,,,,,,,,,
1400000US12057010203,,,,,,,,,,
1400000US12057010205,,,,,,,,,,
1400000US12057010303,,,,,,,,,,
1400000US12057010501,,,,,,,,,,
1400000US12057010502,,,,,,,,,,
1400000US12057010808,,,,,,,,,,
1400000US12057010812,,,,,,,,,,
1400000US12057010817,,,,,,,,,,
1400000US12057011007,,,,,,,,,,
1400000US12057011013,,,,,,,,,,
1400000US12057011106,,,,,,,,,,
1400000US12057011204,,,,,,,,,,
1400000US12057011301,,,,,,,,,,
1400000US12057011411,,,,,,,,,,
1400000US12057011415,,,,,,,,,,
1400000US12021010604,,,,,,,,,,
1400000US12021010605,,,,,,,,,,
1400000US12021010606,,,,,,,,,,
1400000US12021010801,,,,,,,,,,
1400000US12021010904,,,,,,,,,,
1400000US12021011001,,,,,,,,,,
1400000US12021011103,,,,,,,,,,
1400000US12021011204,,,,,,,,,,
1400000US12023110400,,,,,,,,,,
1400000US12027010102,,,,,,,,,,
1400000US12031010800,,,,,,,,,,
1400000US12031011000,,,,,,,,,,
1400000US12029970200,,,,,,,,,,
1400000US12031000100,,,,,,,,,,
1400000US12031000700,,,,,,,,,,
1400000US12031001600,,,,,,,,,,
1400000US12031002300,,,,,,,,,,
1400000US12031002702,,,,,,,,,,
1400000US12031002902,,,,,,,,,,
1400000US12031011500,,,,,,,,,,
1400000US12031011902,,,,,,,,,,
1400000US12031012400,,,,,,,,,,
1400000US12031012703,,,,,,,,,,
1400000US12031013100,,,,,,,,,,
1400000US12031013404,,,,,,,,,,
1400000US12031013721,,,,,,,,,,
1400000US12031013902,,,,,,,,,,
1400000US12031014002,,,,,,,,,,
1400000US12031014202,,,,,,,,,,
1400000US12031014203,,,,,,,,,,
1400000US12031014204,,,,,,,,,,
1400000US12031014312,,,,,,,,,,
1400000US12031014331,,,,,,,,,,
1400000US12031014336,,,,,,,,,,
1400000US12031014406,,,,,,,,,,
1400000US12086000607,,,,,,,,,,
1400000US12031014500,,,,,,,,,,
1400000US12031014604,,,,,,,,,,
1400000US12031014902,,,,,,,,,,
1400000US12031015200,,,,,,,,,,
1400000US12031015801,,,,,,,,,,
1400000US12031015925,,,,,,,,,,
1400000US12031016500,,,,,,,,,,
1400000US12031016724,,,,,,,,,,
1400000US12031016729,,,,,,,,,,
1400000US12033000100,99.9,99.9,99.9,0.1,2.8,3.8,6.3,7.3,9.8,10.6
1400000US12033001002,1.9,3.2,5.4,6.8,9.4,10.3,12.8,13.6,15.9,17
1400000US12033001402,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12033001900,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12033002605,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12033002801,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12033002900,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12033003306,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12033003505,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12033003609,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12033003611,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12071001000,,,,,,,,,,
1400000US12071001102,,,,,,,,,,
1400000US12071001300,,,,,,,,,,
1400000US12071001502,,,,,,,,,,
1400000US12071001706,,,,,,,,,,
1400000US12071001910,,,,,,,,,,
1400000US12071001912,,,,,,,,,,
1400000US12071010103,,,,,,,,,,
1400000US12071010303,,,,,,,,,,
1400000US12071050310,,,,,,,,,,
1400000US12071010405,,,,,,,,,,
1400000US12071010411,,,,,,,,,,
1400000US12071010701,,,,,,,,,,
1400000US12071020101,,,,,,,,,,
1400000US12071020501,,,,,,,,,,
1400000US12071030201,,,,,,,,,,
1400000US12071040109,,,,,,,,,,
1400000US12071040116,,,,,,,,,,
1400000US12071040120,,,,,,,,,,
1400000US12071040125,,,,,,,,,,
1400000US12071040207,,,,,,,,,,
1400000US12071040301,,,,,,,,,,
1400000US12071040308,,,,,,,,,,
1400000US12071040313,,,,,,,,,,
1400000US12071050203,,,,,,,,,,
1400000US12086006714,,,,,,,,,,
1400000US12071050500,,,,,,,,,,
1400000US12071060202,,,,,,,,,,
1400000US12071060203,,,,,,,,,,
1400000US12071060300,,,,,,,,,,
1400000US12071080202,,,,,,,,,,
1400000US12071990000,,,,,,,,,,
1400000US12071990000,,,,,,,,,,
1400000US12073000301,,,,,,,,,,
1400000US12073000700,,,,,,,,,,
1400000US12073000904,,,,,,,,,,
1400000US12073001200,,,,,,,,,,
1400000US12073001700,,,,,,,,,,
1400000US12073002003,,,,,,,,,,
1400000US12073002103,,,,,,,,,,
1400000US12073002304,,,,,,,,,,
1400000US12073002414,,,,,,,,,,
1400000US12073002507,,,,,,,,,,
1400000US12073002605,,,,,,,,,,
1400000US12081000305,,,,,,,,,,
1400000US12081000309,,,,,,,,,,
1400000US12081000408,,,,,,,,,,
1400000US12081000804,,,,,,,,,,
1400000US12081000902,,,,,,,,,,
1400000US12081001108,,,,,,,,,,
1400000US12057011416,,,,,,,,,,
1400000US12057011417,,,,,,,,,,
1400000US12057011418,,,,,,,,,,
1400000US12057011509,,,,,,,,,,
1400000US12057011516,,,,,,,,,,
1400000US12075970400,,,,,,,,,,
1400000US12075970600,,,,,,,,,,
1400000US12077950100,,,,,,,,,,
1400000US12077950200,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12081000101,,,,,,,,,,
1400000US12081000201,,,,,,,,,,
1400000US12057011519,,,,,,,,,,
1400000US12057011524,,,,,,,,,,
1400000US12057011608,,,,,,,,,,
1400000US12057011614,,,,,,,,,,
1400000US12057011712,,,,,,,,,,
1400000US12057011904,,,,,,,,,,
1400000US12057011905,,,,,,,,,,
1400000US12057012106,,,,,,,,,,
1400000US12057012207,,,,,,,,,,
1400000US12057012212,,,,,,,,,,
1400000US12057012301,,,,,,,,,,
1400000US12057012503,,,,,,,,,,
1400000US12057012800,,,,,,,,,,
1400000US12057013203,,,,,,,,,,
1400000US12057013204,,,,,,,,,,
1400000US12057013305,,,,,,,,,,
1400000US12057013312,,,,,,,,,,
1400000US12057013316,,,,,,,,,,
1400000US12057013410,,,,,,,,,,
1400000US12057013414,,,,,,,,,,
1400000US12057013504,,,,,,,,,,
1400000US12057013704,,,,,,,,,,
1400000US12057013806,,,,,,,,,,
1400000US12057013908,,,,,,,,,,
1400000US12057013922,,,,,,,,,,
1400000US12057014009,,,,,,,,,,
1400000US12057014010,,,,,,,,,,
1400000US12057014011,,,,,,,,,,
1400000US12057014014,,,,,,,,,,
1400000US12057014015,,,,,,,,,,
1400000US12057014119,,,,,,,,,,
1400000US12057980200,,,,,,,,,,
1400000US12057980200,,,,,,,,,,
1400000US12057980700,,,,,,,,,,
1400000US12061050100,,,,,,,,,,
1400000US12061050302,,,,,,,,,,
1400000US12061050504,,,,,,,,,,
1400000US12061050603,,,,,,,,,,
1400000US12061050703,,,,,,,,,,
1400000US12061050902,,,,,,,,,,
1400000US12061980000,,,,,,,,,,
1400000US12065250200,,,,,,,,,,
1400000US12069030104,,,,,,,,,,
1400000US12085000603,,,,,,,,,,
1400000US12069030108,,,,,,,,,,
1400000US12069030410,,,,,,,,,,
1400000US12069030602,,,,,,,,,,
1400000US12069030912,,,,,,,,,,
1400000US12069031205,,,,,,,,,,
1400000US12069031306,,,,,,,,,,
1400000US12071000301,,,,,,,,,,
1400000US12071000504,,,,,,,,,,
1400000US12081001403,,,,,,,,,,
1400000US12081001404,,,,,,,,,,
1400000US12085000607,,,,,,,,,,
1400000US12081001602,,,,,,,,,,
1400000US12081001704,,,,,,,,,,
1400000US12081001910,,,,,,,,,,
1400000US12081002005,,,,,,,,,,
1400000US12081002015,,,,,,,,,,
1400000US12083000902,,,,,,,,,,
1400000US12083001102,,,,,,,,,,
1400000US12083001208,,,,,,,,,,
1400000US12083001402,,,,,,,,,,
1400000US12083001800,,,,,,,,,,
1400000US12083002201,,,,,,,,,,
1400000US12083002503,,,,,,,,,,
1400000US12083002604,,,,,,,,,,
1400000US12083980000,,,,,,,,,,
1400000US12086000601,,,,,,,,,,
1400000US12085001104,,,,,,,,,,
1400000US12085001406,,,,,,,,,,
1400000US12085990100,,,,,,,,,,
1400000US12086000107,,,,,,,,,,
1400000US12086000115,,,,,,,,,,
1400000US12086000123,,,,,,,,,,
1400000US12086000130,,,,,,,,,,
1400000US12086000132,,,,,,,,,,
1400000US12086000133,,,,,,,,,,
1400000US12086000134,,,,,,,,,,
1400000US12086000206,,,,,,,,,,
1400000US12086000218,,,,,,,,,,
1400000US12086000306,,,,,,,,,,
1400000US12086000404,,,,,,,,,,
1400000US12086000409,,,,,,,,,,
1400000US12086000501,,,,,,,,,,
1400000US12086000707,,,,,,,,,,
1400000US12086000712,,,,,,,,,,
1400000US12086000807,,,,,,,,,,
1400000US12086000903,,,,,,,,,,
1400000US12086001102,,,,,,,,,,
1400000US12086001206,,,,,,,,,,
1400000US12086001402,,,,,,,,,,
1400000US12086001603,,,,,,,,,,
1400000US12086001801,,,,,,,,,,
1400000US12086001901,,,,,,,,,,
1400000US12086002003,,,,,,,,,,
1400000US12086002300,,,,,,,,,,
1400000US12086002502,,,,,,,,,,
1400000US12086002705,,,,,,,,,,
1400000US12086003004,,,,,,,,,,
1400000US12086003703,,,,,,,,,,
1400000US12086003704,,,,,,,,,,
1400000US12086003911,,,,,,,,,,
1400000US12086003917,,,,,,,,,,
1400000US12099005810,,,,,,,,,,
1400000US12086003922,,,,,,,,,,
1400000US12086004203,,,,,,,,,,
1400000US12086004204,,,,,,,,,,
1400000US12086004205,,,,,,,,,,
1400000US12086004206,,,,,,,,,,
1400000US12086004301,,,,,,,,,,
1400000US12086004304,,,,,,,,,,
1400000US12086004605,,,,,,,,,,
1400000US12086004607,,,,,,,,,,
1400000US12086004902,,,,,,,,,,
1400000US12086005103,,,,,,,,,,
1400000US12086005302,,,,,,,,,,
1400000US12086005403,,,,,,,,,,
1400000US12086005410,,,,,,,,,,
1400000US12086005901,,,,,,,,,,
1400000US12086006101,,,,,,,,,,
1400000US12086006206,,,,,,,,,,
1400000US12086006401,,,,,,,,,,
1400000US12086006501,,,,,,,,,,
1400000US12086006705,,,,,,,,,,
1400000US12086006709,,,,,,,,,,
1400000US12086007001,,,,,,,,,,
1400000US12086007104,,,,,,,,,,
1400000US12086007503,,,,,,,,,,
1400000US12086007605,,,,,,,,,,
1400000US12086007704,,,,,,,,,,
1400000US12086007807,,,,,,,,,,
1400000US12086008102,,,,,,,,,,
1400000US12086008208,,,,,,,,,,
1400000US12086008307,,,,,,,,,,
1400000US12086008410,,,,,,,,,,
1400000US12086008418,,,,,,,,,,
1400000US12086008501,,,,,,,,,,
1400000US12086008702,,,,,,,,,,
1400000US12086008904,,,,,,,,,,
1400000US12086009014,,,,,,,,,,
1400000US12093910202,,,,,,,,,,
1400000US12093910300,,,,,,,,,,
1400000US12095014813,,,,,,,,,,
1400000US12093910403,,,,,,,,,,
1400000US12095010300,,,,,,,,,,
1400000US12095011100,,,,,,,,,,
1400000US12095011702,,,,,,,,,,
1400000US12095012202,,,,,,,,,,
1400000US12095012306,,,,,,,,,,
1400000US12095012600,,,,,,,,,,
1400000US12095013202,,,,,,,,,,
1400000US12095013405,,,,,,,,,,
1400000US12095013508,,,,,,,,,,
1400000US12095013603,,,,,,,,,,
1400000US12095013702,,,,,,,,,,
1400000US12095014200,,,,,,,,,,
1400000US12095014302,,,,,,,,,,
1400000US12095014701,,,,,,,,,,
1400000US12095014805,,,,,,,,,,
1400000US12095014810,,,,,,,,,,
1400000US12095015002,,,,,,,,,,
1400000US12095015103,,,,,,,,,,
1400000US12095015601,,,,,,,,,,
1400000US12095015801,,,,,,,,,,
1400000US12095016001,,,,,,,,,,
1400000US12095016302,,,,,,,,,,
1400000US12095016409,,,,,,,,,,
1400000US12095016504,,,,,,,,,,
1400000US12095016509,,,,,,,,,,
1400000US12095016602,,,,,,,,,,
1400000US12095016709,,,,,,,,,,
1400000US12095016710,,,,,,,,,,
1400000US12095016714,,,,,,,,,,
1400000US12095016723,,,,,,,,,,
1400000US12095016733,,,,,,,,,,
1400000US12086009906,,,,,,,,,,
1400000US12095016902,,,,,,,,,,
1400000US12095016904,,,,,,,,,,
1400000US12095017008,,,,,,,,,,
1400000US12095017017,,,,,,,,,,
1400000US12095017200,,,,,,,,,,
1400000US12095017701,,,,,,,,,,
1400000US12095017702,,,,,,,,,,
1400000US12095017806,,,,,,,,,,
1400000US12095017807,,,,,,,,,,
1400000US12097040801,,,,,,,,,,
1400000US12097041600,,,,,,,,,,
1400000US12097042400,,,,,,,,,,
1400000US12097043100,,,,,,,,,,
1400000US12099000202,,,,,,,,,,
1400000US12097043400,,,,,,,,,,
1400000US12097043800,,,,,,,,,,
1400000US12099000211,,,,,,,,,,
1400000US12099000405,,,,,,,,,,
1400000US12099000410,,,,,,,,,,
1400000US12099000702,,,,,,,,,,
1400000US12086009017,,,,,,,,,,
1400000US12086009019,,,,,,,,,,
1400000US12086009020,,,,,,,,,,
1400000US12086009021,,,,,,,,,,
1400000US12086009022,,,,,,,,,,
1400000US12086009030,,,,,,,,,,
1400000US12086009031,,,,,,,,,,
1400000US12086009038,,,,,,,,,,
1400000US12086009046,,,,,,,,,,
1400000US12086009306,,,,,,,,,,
1400000US12086009312,,,,,,,,,,
1400000US12086009400,,,,,,,,,,
1400000US12086009600,,,,,,,,,,
1400000US12086009804,,,,,,,,,,
1400000US12086009901,,,,,,,,,,
1400000US12086010010,,,,,,,,,,
1400000US12086010013,,,,,,,,,,
1400000US12086010204,,,,,,,,,,
1400000US12086010608,,,,,,,,,,
1400000US12086010614,,,,,,,,,,
1400000US12086010900,,,,,,,,,,
1400000US12086011007,,,,,,,,,,
1400000US12086011202,,,,,,,,,,
1400000US12086015300,,,,,,,,,,
1400000US12086015800,,,,,,,,,,
1400000US12086015900,,,,,,,,,,
1400000US12086016000,,,,,,,,,,
1400000US12086016100,,,,,,,,,,
1400000US12086016200,,,,,,,,,,
1400000US12086016400,,,,,,,,,,
1400000US12086016900,,,,,,,,,,
1400000US12086017300,,,,,,,,,,
1400000US12086017700,,,,,,,,,,
1400000US12086018200,,,,,,,,,,
1400000US12086018700,,,,,,,,,,
1400000US12086011404,,,,,,,,,,
1400000US12086011600,,,,,,,,,,
1400000US12086012200,,,,,,,,,,
1400000US12086012600,,,,,,,,,,
1400000US12086013100,,,,,,,,,,
1400000US12086013700,,,,,,,,,,
1400000US12086014200,,,,,,,,,,
1400000US12086014300,,,,,,,,,,
1400000US12086014700,,,,,,,,,,
1400000US12086019000,,,,,,,,,,
1400000US12086019500,,,,,,,,,,
1400000US12086020000,,,,,,,,,,
1400000US12086490100,,,,,,,,,,
1400000US12086980600,,,,,,,,,,
1400000US12086990000,,,,,,,,,,
1400000US12086990000,,,,,,,,,,
1400000US12086990000,,,,,,,,,,
1400000US12087971200,,,,,,,,,,
1400000US12087971800,,,,,,,,,,
1400000US12087972300,,,,,,,,,,
1400000US12089050102,,,,,,,,,,
1400000US12091023306,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,1.7,2.5
1400000US12101030905,,,,,,,,,,
1400000US12101031006,,,,,,,,,,
1400000US12101031010,,,,,,,,,,
1400000US12101031203,,,,,,,,,,
1400000US12101031301,,,,,,,,,,
1400000US12089050301,,,,,,,,,,
1400000US12091020400,,,,,,,,,,
1400000US12101030407,,,,,,,,,,
1400000US12101030501,,,,,,,,,,
1400000US12101030602,,,,,,,,,,
1400000US12103020208,,,,,,,,,,
1400000US12091020800,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12091020900,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12091021801,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12091021801,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12091022400,99.9,99.9,99.9,99.9,99.9,99.9,1.4,2.3,5,5.9
1400000US12091022800,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
1400000US12093910102,,,,,,,,,,
1400000US12099990100,,,,,,,,,,
1400000US12101030102,,,,,,,,,,
1400000US12101030405,,,,,,,,,,
1400000US12101031407,,,,,,,,,,
1400000US12101031504,,,,,,,,,,
1400000US12101031704,,,,,,,,,,
1400000US12101031804,,,,,,,,,,
1400000US12101031903,,,,,,,,,,
1400000US12101032008,,,,,,,,,,
1400000US12101032014,,,,,,,,,,
1400000US12101032106,,,,,,,,,,
1400000US12101032112,,,,,,,,,,
1400000US12101032601,,,,,,,,,,
1400000US12101032801,,,,,,,,,,
1400000US12101032902,,,,,,,,,,
1400000US12101033007,,,,,,,,,,
1400000US12101033014,,,,,,,,,,
1400000US12103020107,,,,,,,,,,
1400000US12103020206,,,,,,,,,,
1400000US12103020302,,,,,,,,,,
1400000US12103020400,,,,,,,,,,
1400000US12103020500,,,,,,,,,,
1400000US12103020600,,,,,,,,,,
1400000US12103021600,,,,,,,,,,
1400000US12103022301,,,,,,,,,,
1400000US12103022501,,,,,,,,,,
1400000US12103022700,,,,,,,,,,
1400000US12103023200,,,,,,,,,,
1400000US12103023700,,,,,,,,,,
1400000US12103024005,,,,,,,,,,
1400000US12103024403,,,,,,,,,,
1400000US12103024410,,,,,,,,,,
1400000US12103024508,,,,,,,,,,
1400000US12103024514,,,,,,,,,,
1400000US12103024702,,,,,,,,,,
1400000US12103024805,,,,,,,,,,
1400000US12103024906,,,,,,,,,,
1400000US12103025012,,,,,,,,,,
1400000US12103025015,,,,,,,,,,
1400000US12103025107,,,,,,,,,,
1400000US12103025111,,,,,,,,,,
1400000US12103025115,,,,,,,,,,
1400000US12103025121,,,,,,,,,,
1400000US12103025207,,,,,,,,,,
1400000US12103025407,,,,,,,,,,
1400000US12103025413,,,,,,,,,,
1400000US12103025503,,,,,,,,,,
1400000US12103025603,,,,,,,,,,
1400000US12103026001,,,,,,,,,,
1400000US12099000803,,,,,,,,,,
1400000US12099000804,,,,,,,,,,
1400000US12099000902,,,,,,,,,,
1400000US12099001101,,,,,,,,,,
1400000US12099001302,,,,,,,,,,
1400000US12099001500,,,,,,,,,,
1400000US12099001904,,,,,,,,,,
1400000US12099001909,,,,,,,,,,
1400000US12099001914,,,,,,,,,,
1400000US12099002100,,,,,,,,,,
1400000US12099002600,,,,,,,,,,
1400000US12099003102,,,,,,,,,,
1400000US12099003400,,,,,,,,,,
1400000US12099003511,,,,,,,,,,
1400000US12099003902,,,,,,,,,,
1400000US12099004010,,,,,,,,,,
1400000US12099004102,,,,,,,,,,
1400000US12099004401,,,,,,,,,,
1400000US12099004704,,,,,,,,,,
1400000US12099004810,,,,,,,,,,
1400000US12099004816,,,,,,,,,,
1400000US12099004903,,,,,,,,,,
1400000US12099005101,,,,,,,,,,
1400000US12099005405,,,,,,,,,,
1400000US12099005502,,,,,,,,,,
1400000US12099005812,,,,,,,,,,
1400000US12099005817,,,,,,,,,,
